application_date,decision_date,country,visa_type,processing_office
15-02-2024,01-04-2024,Australia,Business,Delhi
06-04-2024,19-05-2024,Canada,Work,Toronto
28-01-2024,24-04-2024,India,Business,London
17-12-2024,11-01-2025,Canada,Tourist,London
20-06-2024,05-08-2024,UK,Business,New York
02-01-2024,29-01-2024,India,Tourist,London
29-12-2024,04-02-2025,Canada,Dependent,Sydney
22-12-2024,17-01-2025,USA,Tourist,Berlin
25-05-2024,30-05-2024,Canada,Student,Toronto
06-05-2024,04-08-2024,UK,Tourist,London
16-07-2024,08-09-2024,India,Dependent,London
12-05-2024,16-07-2024,Australia,Student,Sydney
04-12-2024,15-12-2024,Canada,Student,New York
19-10-2024,30-12-2024,India,Student,Toronto
22-10-2024,03-02-2025,UK,Student,Toronto
07-04-2024,25-05-2024,USA,Student,London
19-11-2024,01-03-2025,Australia,Student,Sydney
31-03-2024,05-04-2024,USA,Tourist,London
20-11-2024,08-12-2024,Canada,Work,Toronto
04-02-2024,29-03-2024,Germany,Student,Berlin
21-06-2024,20-08-2024,UK,Student,Berlin
20-06-2024,29-07-2024,India,Tourist,New York
11-12-2024,10-01-2025,Canada,Business,London
07-01-2024,29-01-2024,Germany,Work,Berlin
04-02-2024,22-03-2024,Canada,Work,Berlin
29-02-2024,30-04-2024,Australia,Dependent,Delhi
07-12-2024,28-01-2025,Australia,Business,Berlin
28-03-2024,13-06-2024,India,Work,New York
04-06-2024,23-08-2024,USA,Tourist,Delhi
26-10-2024,18-02-2025,India,Student,Sydney
24-05-2024,18-06-2024,Germany,Dependent,Berlin
18-05-2024,26-07-2024,India,Work,Delhi
25-05-2024,30-05-2024,India,Tourist,Berlin
04-07-2024,05-10-2024,Australia,Business,Berlin
24-10-2024,22-11-2024,Germany,Student,London
27-03-2024,23-05-2024,UK,Tourist,Delhi
02-03-2024,21-06-2024,USA,Student,Delhi
18-08-2024,30-09-2024,India,Tourist,Delhi
13-11-2024,13-03-2025,Germany,Work,Sydney
06-06-2024,05-08-2024,Germany,Dependent,Berlin
23-09-2024,17-11-2024,Canada,Work,Berlin
01-06-2024,14-08-2024,India,Dependent,New York
25-08-2024,22-09-2024,Germany,Student,New York
04-12-2024,27-01-2025,Canada,Work,Berlin
22-02-2024,20-04-2024,UK,Work,Sydney
23-11-2024,09-02-2025,India,Work,New York
17-03-2024,22-06-2024,India,Dependent,Sydney
14-01-2024,12-05-2024,India,Student,New York
01-02-2024,12-04-2024,UK,Tourist,New York
22-02-2024,12-04-2024,Canada,Dependent,New York
30-04-2024,11-06-2024,USA,Dependent,London
07-01-2024,14-04-2024,USA,Tourist,Sydney
08-05-2024,02-07-2024,USA,Business,Toronto
11-02-2024,06-05-2024,USA,Tourist,Delhi
12-03-2024,26-04-2024,USA,Work,New York
03-05-2024,15-07-2024,Canada,Business,Delhi
17-08-2024,21-10-2024,Canada,Student,London
09-03-2024,01-06-2024,Australia,Tourist,Sydney
20-11-2024,17-02-2025,Australia,Dependent,Berlin
09-09-2024,04-12-2024,Australia,Business,Sydney
21-07-2024,24-09-2024,UK,Student,Berlin
24-12-2024,20-04-2025,Canada,Business,New York
08-02-2024,18-02-2024,Canada,Work,New York
29-05-2024,18-09-2024,Australia,Student,Delhi
03-05-2024,22-08-2024,USA,Student,London
07-02-2024,14-02-2024,Australia,Dependent,Sydney
09-09-2024,02-10-2024,UK,Business,New York
25-06-2024,04-08-2024,USA,Business,London
28-05-2024,23-09-2024,India,Business,Sydney
07-12-2024,18-02-2025,Germany,Tourist,Berlin
01-04-2024,07-06-2024,Canada,Tourist,Berlin
09-10-2024,23-11-2024,Australia,Tourist,New York
11-10-2024,08-01-2025,India,Dependent,New York
18-09-2024,05-12-2024,USA,Business,Sydney
08-04-2024,07-07-2024,Australia,Tourist,Toronto
08-10-2024,04-01-2025,Canada,Dependent,Delhi
01-09-2024,28-12-2024,Australia,Student,London
02-04-2024,29-06-2024,USA,Work,Toronto
29-11-2024,02-01-2025,India,Dependent,Berlin
04-11-2024,26-12-2024,Germany,Tourist,Delhi
11-02-2024,18-05-2024,Canada,Dependent,Berlin
05-04-2024,05-07-2024,India,Tourist,London
07-05-2024,20-06-2024,Australia,Business,Sydney
30-01-2024,19-03-2024,India,Business,Sydney
02-01-2024,10-03-2024,Canada,Work,Delhi
12-10-2024,26-12-2024,UK,Dependent,London
03-12-2024,19-02-2025,Germany,Dependent,Toronto
11-04-2024,25-07-2024,UK,Business,Toronto
15-09-2024,12-11-2024,Australia,Business,New York
06-02-2024,12-03-2024,Germany,Student,London
23-10-2024,12-12-2024,India,Dependent,London
09-10-2024,18-11-2024,Australia,Work,London
28-03-2024,22-04-2024,UK,Dependent,London
21-06-2024,08-07-2024,USA,Tourist,Sydney
18-01-2024,27-04-2024,UK,Dependent,Delhi
28-06-2024,09-08-2024,India,Dependent,Toronto
16-04-2024,14-07-2024,Australia,Work,Delhi
26-12-2024,12-01-2025,India,Dependent,Toronto
11-09-2024,25-10-2024,UK,Student,Sydney
27-04-2024,20-08-2024,Canada,Tourist,Toronto
01-07-2024,07-10-2024,Germany,Student,London
16-01-2024,22-02-2024,India,Business,New York
11-09-2024,07-01-2025,USA,Tourist,New York
13-05-2024,04-06-2024,Canada,Business,Berlin
26-08-2024,20-12-2024,India,Tourist,Sydney
29-03-2024,30-04-2024,Australia,Dependent,Delhi
12-03-2024,22-05-2024,India,Business,Delhi
26-09-2024,13-01-2025,Germany,Dependent,New York
29-06-2024,22-10-2024,UK,Business,Sydney
15-12-2024,08-04-2025,Australia,Work,New York
02-03-2024,16-03-2024,USA,Business,Sydney
11-06-2024,29-08-2024,Canada,Tourist,Toronto
21-04-2024,05-05-2024,India,Work,Berlin
15-04-2024,20-05-2024,India,Student,Berlin
14-09-2024,09-11-2024,USA,Tourist,Delhi
09-08-2024,15-11-2024,UK,Dependent,London
10-12-2024,31-03-2025,India,Student,New York
29-09-2024,16-10-2024,Germany,Student,New York
26-12-2024,22-02-2025,UK,Dependent,London
17-02-2024,18-05-2024,India,Student,New York
04-02-2024,13-04-2024,USA,Work,Delhi
27-12-2024,02-02-2025,India,Dependent,Delhi
17-08-2024,27-08-2024,USA,Dependent,London
04-08-2024,17-08-2024,Canada,Dependent,Toronto
29-09-2024,30-11-2024,Australia,Tourist,New York
02-02-2024,14-03-2024,Germany,Dependent,Berlin
01-09-2024,25-12-2024,India,Tourist,Sydney
06-03-2024,13-03-2024,UK,Tourist,Sydney
08-06-2024,06-09-2024,Canada,Work,New York
14-04-2024,28-05-2024,UK,Tourist,Delhi
23-01-2024,20-03-2024,UK,Student,Delhi
11-01-2024,22-02-2024,Canada,Student,Delhi
07-01-2024,01-04-2024,UK,Student,New York
03-03-2024,07-04-2024,UK,Work,London
21-08-2024,07-11-2024,UK,Tourist,Delhi
29-08-2024,09-12-2024,USA,Tourist,Sydney
28-04-2024,18-07-2024,UK,Business,Sydney
25-08-2024,15-09-2024,Australia,Student,Toronto
12-07-2024,26-10-2024,India,Dependent,Berlin
13-10-2024,31-12-2024,Germany,Business,Sydney
10-10-2024,07-02-2025,Canada,Business,Toronto
31-08-2024,08-12-2024,Canada,Work,Delhi
21-04-2024,29-06-2024,Canada,Business,Sydney
09-02-2024,01-03-2024,USA,Dependent,Berlin
13-02-2024,26-04-2024,Germany,Tourist,Berlin
21-08-2024,16-11-2024,Australia,Tourist,Delhi
22-05-2024,30-07-2024,Canada,Tourist,Delhi
20-05-2024,10-07-2024,India,Dependent,London
12-06-2024,30-07-2024,Australia,Dependent,Toronto
18-09-2024,04-01-2025,India,Business,Sydney
24-04-2024,03-06-2024,India,Dependent,Berlin
17-12-2024,25-12-2024,Canada,Dependent,Sydney
25-07-2024,06-11-2024,UK,Student,New York
16-11-2024,10-02-2025,India,Work,Toronto
12-06-2024,21-08-2024,UK,Dependent,New York
18-10-2024,05-11-2024,Germany,Work,New York
04-12-2024,28-01-2025,Australia,Tourist,Delhi
04-07-2024,01-11-2024,UK,Work,Berlin
07-04-2024,19-07-2024,USA,Dependent,New York
17-08-2024,01-09-2024,Australia,Dependent,London
08-05-2024,16-05-2024,Canada,Tourist,Berlin
09-06-2024,30-09-2024,Canada,Business,Delhi
12-03-2024,23-03-2024,Australia,Business,Sydney
08-02-2024,21-05-2024,UK,Tourist,Toronto
13-10-2024,10-01-2025,UK,Tourist,Delhi
17-12-2024,15-04-2025,UK,Work,Sydney
28-11-2024,16-01-2025,Australia,Work,New York
10-12-2024,24-01-2025,UK,Work,Delhi
18-08-2024,28-11-2024,Germany,Dependent,Sydney
30-07-2024,01-10-2024,Canada,Dependent,Berlin
02-10-2024,17-01-2025,Germany,Tourist,Sydney
10-03-2024,25-06-2024,India,Student,Sydney
20-01-2024,23-03-2024,USA,Student,London
12-01-2024,24-04-2024,Germany,Work,Toronto
04-02-2024,24-02-2024,USA,Work,Toronto
24-02-2024,27-05-2024,Canada,Work,Sydney
08-09-2024,20-11-2024,Australia,Student,London
18-02-2024,15-06-2024,India,Work,Berlin
06-08-2024,02-10-2024,Canada,Student,Berlin
02-08-2024,08-09-2024,UK,Tourist,Toronto
05-03-2024,16-06-2024,UK,Work,Toronto
31-01-2024,04-05-2024,UK,Dependent,Berlin
31-07-2024,04-10-2024,India,Student,Delhi
01-03-2024,09-05-2024,Canada,Business,Delhi
28-04-2024,03-06-2024,USA,Work,Toronto
25-01-2024,27-04-2024,UK,Work,New York
15-01-2024,19-03-2024,USA,Tourist,London
11-07-2024,08-10-2024,Canada,Dependent,Berlin
10-11-2024,06-03-2025,Canada,Work,Berlin
13-12-2024,25-12-2024,USA,Student,London
26-04-2024,05-07-2024,India,Business,Toronto
15-11-2024,04-02-2025,Australia,Dependent,Berlin
20-10-2024,12-11-2024,UK,Business,Berlin
23-03-2024,03-05-2024,Canada,Student,London
27-09-2024,17-10-2024,India,Tourist,Delhi
17-02-2024,27-04-2024,Canada,Work,New York
10-03-2024,15-04-2024,India,Work,London
18-12-2024,09-02-2025,UK,Student,Berlin
04-03-2024,30-03-2024,Canada,Work,Berlin
11-02-2024,09-06-2024,Canada,Student,Delhi
05-05-2024,13-06-2024,USA,Business,London
11-04-2024,18-07-2024,USA,Work,Toronto
15-12-2024,18-02-2025,UK,Student,Sydney
18-06-2024,19-07-2024,Canada,Tourist,London
16-02-2024,12-06-2024,Australia,Tourist,New York
04-03-2024,18-03-2024,UK,Work,Delhi
22-11-2024,05-12-2024,India,Dependent,Delhi
23-11-2024,15-12-2024,India,Business,Delhi
07-09-2024,25-09-2024,USA,Business,Sydney
25-10-2024,25-11-2024,India,Student,London
06-03-2024,02-04-2024,India,Work,London
24-03-2024,19-06-2024,Canada,Business,Sydney
05-05-2024,13-08-2024,UK,Tourist,Berlin
15-05-2024,13-08-2024,USA,Work,Toronto
02-03-2024,22-03-2024,Canada,Student,Sydney
09-06-2024,07-09-2024,Germany,Dependent,Sydney
08-11-2024,22-12-2024,UK,Tourist,Toronto
25-12-2024,09-01-2025,Germany,Work,London
10-06-2024,11-07-2024,Canada,Work,Berlin
19-03-2024,14-05-2024,Germany,Tourist,Sydney
24-11-2024,16-02-2025,UK,Student,Berlin
24-02-2024,03-04-2024,Germany,Dependent,Sydney
08-06-2024,17-06-2024,USA,Tourist,New York
09-04-2024,28-05-2024,Germany,Work,Berlin
27-04-2024,15-08-2024,UK,Dependent,Delhi
21-12-2024,21-01-2025,Australia,Work,Sydney
28-03-2024,06-06-2024,Germany,Student,London
15-01-2024,02-05-2024,Canada,Work,Delhi
11-09-2024,16-12-2024,Australia,Dependent,Delhi
26-10-2024,26-01-2025,Australia,Business,New York
03-07-2024,10-08-2024,UK,Tourist,London
02-04-2024,12-05-2024,Australia,Business,Toronto
07-09-2024,12-11-2024,UK,Work,London
16-10-2024,09-12-2024,UK,Dependent,New York
18-01-2024,02-03-2024,Canada,Work,Delhi
25-01-2024,25-03-2024,India,Business,Berlin
29-09-2024,23-01-2025,Germany,Tourist,Toronto
01-06-2024,14-08-2024,Canada,Tourist,Sydney
09-12-2024,10-02-2025,UK,Work,New York
11-09-2024,14-11-2024,Germany,Tourist,Berlin
29-06-2024,27-10-2024,Australia,Work,Sydney
13-07-2024,20-07-2024,Germany,Student,New York
03-03-2024,10-03-2024,UK,Student,Toronto
21-03-2024,14-07-2024,UK,Work,London
11-04-2024,02-07-2024,Canada,Student,Delhi
10-08-2024,22-08-2024,Germany,Dependent,New York
13-03-2024,03-07-2024,Australia,Work,Toronto
16-01-2024,17-03-2024,Germany,Tourist,Toronto
10-03-2024,30-04-2024,Australia,Student,Sydney
01-09-2024,13-10-2024,USA,Student,Sydney
20-07-2024,01-11-2024,India,Tourist,New York
09-07-2024,21-07-2024,Australia,Tourist,Sydney
14-12-2024,17-03-2025,Germany,Work,New York
11-12-2024,07-03-2025,Germany,Dependent,Berlin
12-05-2024,20-06-2024,USA,Business,Berlin
20-10-2024,09-12-2024,USA,Tourist,Toronto
16-02-2024,31-05-2024,Canada,Dependent,London
18-10-2024,15-12-2024,Australia,Work,London
05-06-2024,26-08-2024,Australia,Work,Sydney
15-11-2024,04-01-2025,Canada,Dependent,Delhi
29-03-2024,30-05-2024,Australia,Tourist,Sydney
25-02-2024,03-05-2024,Australia,Work,Sydney
03-12-2024,20-03-2025,USA,Business,Sydney
24-02-2024,06-05-2024,USA,Tourist,New York
15-12-2024,24-01-2025,India,Tourist,New York
03-11-2024,04-12-2024,Canada,Tourist,Toronto
17-07-2024,04-08-2024,Canada,Business,London
29-12-2024,06-01-2025,Australia,Work,Delhi
22-05-2024,28-08-2024,Canada,Work,Sydney
06-07-2024,23-07-2024,India,Tourist,Berlin
12-07-2024,15-08-2024,Germany,Student,Delhi
09-01-2024,27-02-2024,India,Tourist,Sydney
08-03-2024,20-05-2024,Australia,Dependent,New York
20-01-2024,26-03-2024,Australia,Work,Sydney
21-11-2024,08-01-2025,Germany,Work,New York
26-09-2024,31-12-2024,USA,Business,Toronto
08-09-2024,13-11-2024,UK,Tourist,New York
15-11-2024,16-12-2024,UK,Work,New York
27-04-2024,14-08-2024,Australia,Business,New York
09-03-2024,13-06-2024,Canada,Dependent,New York
07-11-2024,04-01-2025,Australia,Dependent,New York
10-02-2024,30-05-2024,UK,Student,Delhi
07-01-2024,29-01-2024,Canada,Student,Toronto
13-08-2024,22-11-2024,USA,Student,London
09-04-2024,06-08-2024,Australia,Work,Sydney
24-09-2024,17-11-2024,Germany,Business,London
20-04-2024,14-08-2024,Canada,Student,London
01-07-2024,04-09-2024,USA,Student,Delhi
01-07-2024,29-07-2024,India,Dependent,Berlin
13-10-2024,11-11-2024,India,Dependent,Toronto
23-04-2024,01-05-2024,Australia,Dependent,London
27-01-2024,01-04-2024,Germany,Tourist,New York
27-08-2024,28-10-2024,USA,Student,New York
09-11-2024,13-01-2025,USA,Work,Delhi
08-06-2024,18-08-2024,UK,Student,New York
16-12-2024,19-03-2025,Canada,Work,Berlin
23-11-2024,14-03-2025,Australia,Student,Berlin
17-03-2024,13-05-2024,Germany,Student,Delhi
07-11-2024,19-11-2024,Canada,Tourist,New York
15-01-2024,31-03-2024,Australia,Business,Delhi
21-03-2024,30-06-2024,India,Dependent,Berlin
22-05-2024,10-07-2024,USA,Tourist,Berlin
25-11-2024,27-02-2025,UK,Dependent,Toronto
20-01-2024,10-02-2024,USA,Tourist,Delhi
16-06-2024,02-10-2024,Germany,Dependent,Berlin
25-08-2024,13-10-2024,India,Business,London
16-08-2024,30-11-2024,Germany,Student,New York
26-03-2024,25-04-2024,India,Dependent,Berlin
02-10-2024,14-10-2024,Canada,Student,Berlin
24-05-2024,06-06-2024,Canada,Work,Delhi
27-03-2024,11-07-2024,Australia,Work,Delhi
23-04-2024,01-05-2024,India,Business,Berlin
16-11-2024,29-01-2025,Canada,Business,Sydney
27-06-2024,06-09-2024,Australia,Business,London
23-06-2024,23-09-2024,Germany,Work,Delhi
27-10-2024,14-12-2024,Germany,Student,London
20-06-2024,30-06-2024,UK,Dependent,Toronto
31-03-2024,29-07-2024,USA,Business,Toronto
14-11-2024,26-12-2024,Australia,Business,New York
16-08-2024,12-09-2024,Germany,Business,London
23-02-2024,07-05-2024,India,Work,Sydney
09-03-2024,19-03-2024,UK,Tourist,Sydney
10-10-2024,18-11-2024,Australia,Work,Delhi
15-12-2024,18-03-2025,UK,Business,New York
24-02-2024,01-05-2024,Canada,Work,Sydney
09-04-2024,21-05-2024,Germany,Tourist,Berlin
26-05-2024,13-06-2024,Canada,Business,Toronto
11-05-2024,20-05-2024,Canada,Dependent,Sydney
13-10-2024,12-01-2025,Australia,Business,Berlin
18-09-2024,26-12-2024,Australia,Work,Berlin
10-06-2024,11-08-2024,UK,Dependent,Delhi
14-02-2024,25-02-2024,Canada,Business,Toronto
24-11-2024,18-12-2024,Canada,Work,Delhi
15-09-2024,16-11-2024,Germany,Tourist,Sydney
23-10-2024,24-12-2024,Germany,Dependent,London
20-04-2024,22-06-2024,Canada,Student,Delhi
22-03-2024,01-05-2024,Germany,Tourist,Delhi
08-08-2024,15-11-2024,UK,Work,Sydney
09-12-2024,28-02-2025,Germany,Tourist,London
06-05-2024,06-07-2024,Germany,Student,London
13-08-2024,18-08-2024,UK,Student,Toronto
17-11-2024,05-02-2025,USA,Business,London
04-02-2024,21-05-2024,Germany,Business,London
20-07-2024,02-11-2024,Germany,Tourist,Toronto
22-12-2024,21-04-2025,Germany,Tourist,Delhi
22-04-2024,21-07-2024,Australia,Tourist,Toronto
16-04-2024,03-06-2024,Canada,Student,New York
05-07-2024,28-08-2024,Canada,Tourist,Delhi
20-03-2024,12-07-2024,USA,Student,Delhi
09-10-2024,21-01-2025,UK,Business,Sydney
16-09-2024,09-01-2025,Germany,Work,Berlin
28-02-2024,20-04-2024,USA,Tourist,Sydney
05-06-2024,03-07-2024,UK,Business,Toronto
11-01-2024,16-01-2024,Germany,Dependent,Sydney
01-01-2024,27-04-2024,UK,Business,Berlin
18-04-2024,14-06-2024,Australia,Dependent,Delhi
23-12-2024,23-01-2025,India,Tourist,London
07-02-2024,27-05-2024,USA,Business,London
30-11-2024,29-12-2024,USA,Dependent,Berlin
14-06-2024,13-08-2024,Australia,Dependent,London
11-11-2024,09-03-2025,Australia,Dependent,Toronto
13-08-2024,30-11-2024,India,Business,Delhi
06-08-2024,16-08-2024,India,Business,London
12-07-2024,29-07-2024,UK,Tourist,New York
15-08-2024,24-08-2024,India,Work,Sydney
29-10-2024,13-11-2024,Australia,Business,London
25-05-2024,24-06-2024,Canada,Dependent,Toronto
12-02-2024,11-05-2024,Australia,Business,New York
14-09-2024,17-12-2024,Canada,Business,New York
10-02-2024,31-03-2024,Canada,Business,London
04-01-2024,12-04-2024,UK,Work,London
13-09-2024,12-11-2024,Canada,Student,Berlin
17-03-2024,28-04-2024,Germany,Business,London
04-02-2024,15-03-2024,USA,Business,Berlin
04-07-2024,29-10-2024,USA,Student,London
25-02-2024,01-06-2024,Australia,Dependent,Berlin
13-09-2024,17-11-2024,USA,Business,New York
28-12-2024,04-02-2025,Australia,Dependent,New York
12-02-2024,08-05-2024,USA,Tourist,New York
31-12-2024,02-02-2025,Germany,Dependent,Berlin
22-03-2024,11-04-2024,UK,Dependent,Delhi
08-01-2024,12-03-2024,Australia,Student,New York
11-03-2024,08-06-2024,Australia,Student,London
19-05-2024,28-07-2024,UK,Work,Toronto
20-08-2024,04-12-2024,Canada,Student,London
07-12-2024,15-01-2025,India,Business,Sydney
22-12-2024,13-02-2025,Canada,Student,London
10-06-2024,07-08-2024,Germany,Dependent,New York
22-10-2024,06-11-2024,India,Business,Sydney
07-06-2024,29-07-2024,Canada,Business,Toronto
07-12-2024,07-02-2025,Canada,Work,Toronto
09-08-2024,02-10-2024,Canada,Work,Toronto
20-07-2024,30-07-2024,Germany,Work,New York
05-01-2024,14-03-2024,Australia,Work,Sydney
12-03-2024,31-05-2024,Canada,Work,London
13-06-2024,11-07-2024,India,Business,London
01-02-2024,13-03-2024,,Dependent,Berlin
22-09-2024,29-11-2024,Germany,Tourist,Berlin
12-10-2024,20-12-2024,Canada,Tourist,Toronto
03-07-2024,15-08-2024,Australia,Work,New York
26-03-2024,31-03-2024,Canada,Student,Sydney
24-12-2024,09-03-2025,UK,Student,Toronto
06-11-2024,02-12-2024,Germany,Dependent,Toronto
13-12-2024,16-01-2025,Australia,Dependent,Toronto
17-12-2024,26-01-2025,India,Student,Toronto
02-09-2024,24-09-2024,UK,Business,Toronto
13-04-2024,01-07-2024,India,Tourist,New York
14-02-2024,22-03-2024,USA,Student,New York
15-02-2024,29-04-2024,Australia,Tourist,Berlin
02-05-2024,06-06-2024,India,Student,Delhi
27-02-2024,13-06-2024,Germany,Work,Sydney
11-01-2024,07-03-2024,UK,Work,Berlin
29-09-2024,14-11-2024,UK,Dependent,Toronto
12-06-2024,03-08-2024,USA,Work,London
19-03-2024,04-06-2024,Canada,Student,London
08-02-2024,19-03-2024,USA,Business,Berlin
22-08-2024,28-09-2024,UK,Business,Sydney
24-09-2024,26-10-2024,UK,Student,Toronto
19-10-2024,13-02-2025,Germany,Tourist,Sydney
13-09-2024,15-11-2024,Australia,Student,Sydney
03-05-2024,19-06-2024,UK,Business,Toronto
12-11-2024,11-01-2025,USA,Tourist,Berlin
30-12-2024,17-04-2025,Germany,Work,Sydney
02-10-2024,01-12-2024,Australia,Work,Delhi
25-08-2024,21-11-2024,Germany,Tourist,London
15-12-2024,07-02-2025,India,Student,Berlin
10-11-2024,18-02-2025,Germany,Student,Sydney
09-08-2024,30-08-2024,UK,Business,Berlin
05-06-2024,30-08-2024,Canada,Business,Sydney
27-03-2024,15-06-2024,USA,Business,Sydney
01-10-2024,11-11-2024,USA,Business,Berlin
04-07-2024,24-10-2024,India,Business,Berlin
22-08-2024,20-09-2024,Canada,Business,Berlin
06-11-2024,04-03-2025,India,Student,Delhi
08-03-2024,04-06-2024,Canada,Student,Berlin
30-01-2024,30-04-2024,Germany,Work,Sydney
12-12-2024,06-04-2025,USA,Student,New York
03-10-2024,31-12-2024,Canada,Tourist,Delhi
06-03-2024,26-03-2024,UK,Student,Berlin
22-01-2024,17-04-2024,UK,Work,Sydney
14-07-2024,09-08-2024,UK,Work,Toronto
18-12-2024,15-01-2025,USA,Student,Delhi
19-07-2024,05-09-2024,Canada,Business,New York
19-11-2024,05-03-2025,USA,Dependent,New York
13-12-2024,01-02-2025,India,Dependent,New York
27-05-2024,25-06-2024,Australia,Tourist,Toronto
06-03-2024,21-04-2024,USA,Dependent,Delhi
21-05-2024,27-05-2024,USA,Student,Sydney
10-09-2024,25-10-2024,UK,Dependent,Berlin
25-05-2024,07-06-2024,Australia,Work,New York
01-02-2024,24-02-2024,UK,Dependent,London
07-04-2024,17-07-2024,UK,Student,Toronto
23-05-2024,14-07-2024,India,Dependent,New York
06-05-2024,03-06-2024,Germany,Student,Berlin
23-11-2024,20-03-2025,Germany,Dependent,Toronto
13-01-2024,04-02-2024,UK,Work,Delhi
